No.       IRAC1_mJy    Lum_Class Teff      RA          Dec         Av
35371   0.00146971       5    3759       166.95509      -77.486862      0.00
35379  0.000421788       5    4047       166.55632      -77.349907     38.76
35393    0.0295871       5    5963       166.56436      -77.429695     12.80
35397  0.000364104       5    3195       166.93570      -77.380005     14.03
35400   0.00377502       5    3429       166.59589      -77.291183      0.00
35405   0.00458648       5    4221       166.83467      -77.431862     20.90
35408  8.69115e-05       5    3261       166.53709      -77.430229     21.79
35428  4.82296e-05       5    3516       166.68133      -77.457565     41.54
35450   0.00350185       5    3679       166.95132      -77.472046      0.00
35455   0.00301729       5    3800       166.70189      -77.488091      0.00
35467  0.000656319       5    4019       166.29835      -77.455269     33.84
35472  0.000777355       5    4054       166.30574      -77.404442     30.67
35486  2.13038e-05       5    4824       166.82631      -77.377754    142.90
35495    0.0409445       5    5466       166.23001      -77.483383      0.00
35521   0.00178681       5    3620       166.12242      -77.391891      0.00
35558  0.000464211       5    3163       166.98340      -77.408371      0.00
35568    0.0489119       5    5143       166.63336      -77.468376      4.44
35596  0.000131057       5    3533       166.63452      -77.419044     38.48
35603   0.00167257       5    3634       166.50026      -77.355812      3.70
35615   0.00408988       5    3779       167.04492      -77.313232      0.00
35620  9.21436e-05       5    3607       166.73390      -77.385880     51.82
35625   0.00220562       5    3761       166.76244      -77.352119     14.04
35626   0.00502089       5    3662       166.26306      -77.341904      2.16
35630   0.00669338       5    3948       166.61791      -77.293762      0.00
35633  0.000729687       5    3982       166.44727      -77.426804     22.98
35634  8.42381e-06       5    4005       166.78789      -77.372910    272.52
35639   0.00347308       5    4224       166.68921      -77.456467     19.38
35651    0.0292593       5    4794       166.98515      -77.357498      0.00
35658   0.00104938       5    5587       166.39256      -77.454567     50.34
35677   0.00101790       5    3471       166.46573      -77.307739      0.00
35688   0.00210403       5    3758       166.58829      -77.492081      0.70
35690  0.000177729       5    3810       166.30049      -77.434563     37.94
35708   0.00463881       5    4313       166.56354      -77.429115     13.17
35713   0.00378918       5    5146       166.41141      -77.329895     26.14
35735   0.00650134       5    3866       166.96936      -77.449059      0.00
35737   0.00316287       5    4307       166.39535      -77.474937     26.91
35743  4.32001e-05       5    3334       166.31027      -77.342842     37.02
35749  0.000225402       5    3306       166.45360      -77.346794     13.83
35756  0.000113847       5    3446       166.55435      -77.412712     33.03
35772   0.00209325       5    3629       166.86614      -77.457901      0.00
35791   0.00537170       5    3807       167.03012      -77.290703      0.00
35798   0.00708393       5    3864       166.13705      -77.330864      0.00
35808    0.0136574       5    4282       166.45578      -77.398521      2.36
35815   0.00933743       5    4827       166.31006      -77.409706     11.99
35821    0.0229620       5    5499       166.50600      -77.340645      6.86
35838  0.000491328       5    3442       167.04547      -77.385696      0.00
35849   0.00114833       5    3728       166.49971      -77.327560      5.25
35861   0.00153155       5    3844       166.59500      -77.425087     13.64
35896   0.00309324       5    3626       166.15962      -77.337532      0.00
35903  0.000676151       5    3307       166.90041      -77.302132      0.00
35914  0.000639603       5    3447       166.73047      -77.411118     14.33
35922  0.000506349       5    3610       166.39830      -77.361435     17.89
35934   0.00246319       5    3679       166.65959      -77.302567      0.00
35940   0.00276857       5    3731       166.41043      -77.363052      5.02
35941  3.74203e-05       5    3745       166.66090      -77.397018     66.98
35947   0.00286606       5    3766       166.46463      -77.455627      9.31
35970    0.0214827       5    4433       166.93259      -77.324806      0.00
35977    0.0244728       5    5062       166.22826      -77.392609      4.39
35979    0.0463369       5    5335       166.15143      -77.319450      0.00
35981   0.00331729       5    5575       166.28345      -77.452454     36.30
36000  0.000310328       5    3549       166.86958      -77.407776     12.59
36009   0.00215724       5    3677       167.01335      -77.497742      0.00
36013   0.00112432       5    3809       166.71063      -77.447586      7.20
36015  7.49031e-05       5    3918       166.90805      -77.377548     46.06
36021   0.00487648       5    3913       167.03433      -77.329697      0.00
36034    0.0140712       5    5003       166.19466      -77.380226      6.56
36040    0.0459823       5    5652       166.93159      -77.300964      0.00
36042    0.0599071       5    5868       166.23946      -77.497902      0.00
36064  0.000430999       5    3473       166.28059      -77.364754      9.46
36066  0.000839631       5    3367       166.36650      -77.394318      7.41
36070  0.000256469       5    3434       166.85161      -77.380508     20.14
36083  0.000432443       5    3619       166.87646      -77.385269     21.23
36086   0.00258378       5    3716       166.35841      -77.329880      5.15
36101  0.000170537       5    3804       166.68309      -77.394920     46.91
36103   0.00601513       5    3876       166.93837      -77.480515      0.00
36129    0.0260334       5    4937       166.46518      -77.481255      3.44
36137    0.0205483       5    5807       166.94514      -77.387527     12.85
36138   0.00784988       5    5897       166.61731      -77.429489     29.89
36141    0.0251676       5    6115       166.41475      -77.337082     14.74
36147   0.00138973       5    4006       166.82057      -77.436890      8.40
36148   0.00198909       5    4020       166.37245      -77.476593      4.67
36157  0.000350670       5    3423       166.68227      -77.425690     11.70
36177   0.00152948       5    3733       166.66190      -77.344368     12.59
36196    0.0850912       5    6058       166.12160      -77.369553      0.00
36205    0.0375783       5    4747       166.23340      -77.382423      1.93
36206    0.0420295       5    5787       166.85686      -77.439964      8.05
36233  0.000878263       5    3521       166.54594      -77.324730      7.18
36252  0.000781946       5    3759       166.54988      -77.444786     15.04
36263  0.000716817       5    3902       166.80406      -77.399162     27.76
36289    0.0444147       5    5317       166.93553      -77.302208      0.00
36295    0.0664244       5    5788       166.16089      -77.480263      0.00
36321   0.00177370       5    3646       166.12766      -77.305443      0.00
36326   0.00159262       5    3755       166.11832      -77.370071      0.00
36332   0.00178336       5    3831       167.05957      -77.470955      0.00
36334   0.00277708       5    3918       166.20448      -77.373894      6.07
36351    0.0237396       5    5203       167.01504      -77.435280      0.00
36358    0.0389203       4    6005       166.83237      -77.351685     18.30
36360  0.000567957       5    3188       167.07913      -77.452553      0.00
36367   0.00227035       5    3455       166.93269      -77.329681      0.00
36381  0.000579024       5    3454       166.90591      -77.299660      0.00
36382  0.000244141       5    3361       166.83177      -77.343185     13.84
36387  6.63107e-07       5    3386       166.80713      -77.366379    799.04
36394  0.000891069       5    3554       166.30453      -77.319084      5.82
36419   0.00353078       5    3795       166.73134      -77.487602      0.00
36424   0.00132034       5    3779       166.38486      -77.330109     18.02
36436   0.00914449       5    4197       166.45404      -77.332199      5.73
36489   0.00303723       5    3869       167.05705      -77.358215      0.00
36492   0.00417300       5    4015       166.21995      -77.343010      1.35
36493  0.000304904       5    4058       166.56517      -77.335342     44.00
36498   0.00887764       5    4115       166.69194      -77.341705      6.28
36516  3.95506e-05       5    3090       166.37207      -77.445190     32.57
36517  0.000300061       5    3085       166.39212      -77.405197      9.18
36518  0.000744586       5    3225       166.10170      -77.412521      0.00
36519  0.000230592       5    3120       166.92564      -77.374146     16.84
36522  0.000833005       5    3315       166.95373      -77.333229      0.00
36537  0.000369951       5    3289       166.35934      -77.460121      9.11
36541  0.000114902       5    3367       166.34175      -77.411667     26.87
36565  0.000852052       5    3673       166.71423      -77.433708      5.50
36577  0.000691887       5    3741       166.29202      -77.355644     20.36
36580   0.00166064       5    3641       166.20061      -77.450897      4.24
36581   0.00360397       5    3705       166.57167      -77.486191      1.59
36592   0.00719378       5    3958       166.93712      -77.362320      0.00
36606  7.03120e-05       5    4822       166.29886      -77.442230     83.32
36617    0.0117962       5    5980       166.52759      -77.423454     24.93
36618    0.0826231       5    6019       166.18285      -77.490242      0.00
36622   0.00565236       4    5918       166.69965      -77.375687     48.79
36625   0.00178319       5    4303       166.35590      -77.420738     13.79
36631  4.32282e-05       5    3549       166.30344      -77.361465     46.60
36637   0.00211981       5    3652       166.32700      -77.300453      0.00
36639  0.000874221       5    3624       166.88078      -77.486313      0.00
36672    0.0450700       5    5655       166.91985      -77.340034      0.00
36675    0.0732971       5    6161       166.17575      -77.443100      1.63
36683    0.0204369       5    4417       166.73964      -77.439789      2.67
36721   0.00111726       5    3708       166.67915      -77.362335     11.25
36736   0.00473144       5    3898       166.94220      -77.477196      0.00
36738   0.00667593       5    3800       166.99843      -77.443306      0.00
36743   0.00718862       5    3978       166.82220      -77.468269      0.00
36749    0.0143875       5    4186       166.67064      -77.307945      0.00
36756    0.0151862       5    4756       166.73183      -77.442802      6.03
36762    0.0145436       5    5289       166.32202      -77.387337     12.24
36764   0.00118632       5    5570       166.51015      -77.441093     47.25
36792  0.000719536       5    3630       166.36563      -77.473106      5.50
36807   0.00553295       5    3968       167.06776      -77.312836      0.00
36831   0.00117727       5    3233       166.33765      -77.483307      2.13
36833   0.00115803       5    3394       166.90395      -77.493370      0.00
36843    0.0565961       5    5872       166.28349      -77.339615      8.53
36852  0.000404854       5    3370       166.73068      -77.448647     11.81
36857  6.46483e-05       5    3448       166.88400      -77.367409     25.57
36871  5.18634e-05       5    3642       166.78445      -77.393875     51.38
36885   0.00303038       5    3661       166.97887      -77.351479      0.00
36899   0.00608199       5    3855       166.35962      -77.497322      0.00
36909    0.0141274       5    4181       166.36945      -77.297501      0.00
36945  0.000582587       5    3656       166.42021      -77.341080      4.13
36978    0.0386878       5    5891       166.47360      -77.453117      6.70
36995   0.00446930       5    3841       166.30858      -77.468895      5.63
37002  0.000294787       5    3260       166.65019      -77.319885     12.06
37006  0.000213654       5    3404       166.37425      -77.345833     17.91
37021  0.000633149       5    3600       166.72664      -77.354004     16.86
37023  0.000629744       5    3616       166.46912      -77.444221     19.44
37024   0.00186461       5    3567       166.17624      -77.446762      2.04
37031   0.00274966       5    3620       167.02892      -77.311722      0.00
37045   0.00324392       5    3790       166.66516      -77.295761      0.00
37057   0.00220726       5    4070       166.77194      -77.412338     23.37
37076    0.0382060       5    5761       166.23001      -77.393349      4.15
37109   0.00268594       5    3702       167.06203      -77.393936      0.00
37113   0.00139198       5    3810       166.52065      -77.301872      0.00
37159   0.00123226       5    3374       166.82690      -77.489845      0.00
37174  4.11354e-05       5    3550       166.52223      -77.399155     49.56
37179   0.00306817       5    3606       167.00313      -77.298798      0.00
37182   0.00304284       5    3619       166.15903      -77.292274      0.00
37184   0.00233203       5    3681       166.66124      -77.499435      0.00
37192   0.00267217       5    3668       166.37131      -77.387161      4.86
37201   0.00582521       5    3823       166.97990      -77.359871      0.00
37207   0.00680759       5    3956       166.32918      -77.471916      5.16
37228    0.0341562       5    5288       166.21088      -77.462234      2.68
37244  0.000292758       5    3406       166.34251      -77.375786      9.33
37253  0.000632901       5    3591       166.42813      -77.466278      6.78
37266   0.00350831       5    3705       166.93318      -77.463921      0.00
37277   0.00507474       5    3979       166.32082      -77.487877      0.51
37281  0.000352429       5    4432       166.30043      -77.367691     48.08
37283   0.00204999       5    4823       166.31798      -77.334694     30.82
37287   0.00169208       5    5453       166.45496      -77.369194     42.24
37292   0.00224484       5    6065       166.48868      -77.424881     52.69
37299  0.000614207       5    3181       167.06372      -77.299065      0.00
37309  0.000200774       5    3276       166.70828      -77.343948     11.70
37312  0.000735638       5    3347       166.67030      -77.484154      2.21
37317  0.000782742       5    3447       166.17274      -77.353210      1.72
37326  0.000795289       5    3469       166.23181      -77.443619      6.14
37343   0.00240765       5    3668       166.92761      -77.451118      0.00
37351   0.00122639       5    3766       166.44682      -77.462128     16.22
37359   0.00177317       5    3833       166.59731      -77.482735      8.85
37366    0.0109220       5    4083       166.15717      -77.336166      0.00
37368  0.000362511       5    4185       166.50894      -77.430748     48.43
37376    0.0168935       5    4471       166.24039      -77.373444      1.35
37377    0.0205857       5    4505       166.89429      -77.485985      0.00
37385    0.0362373       5    5259       166.95996      -77.353973      0.00
37423  2.53418e-05       5    3699       166.66670      -77.414719     51.15
37427  3.15605e-06       5    3726       166.82625      -77.375877    286.87
37449    0.0255171       5    4909       167.06220      -77.357368      0.00
37453    0.0133893       5    5447       166.27339      -77.400948     13.13
37455    0.0394311       5    5778       166.48048      -77.296806      0.00
37459    0.0720943       5    6039       166.72702      -77.291306      0.00
37482  0.000115788       5    3391       166.45184      -77.474068     21.50
37485  0.000510685       5    3521       166.72342      -77.347954     10.71
37509   0.00241431       5    3710       166.62212      -77.298004      0.00
37534   0.00547045       5    4159       166.75211      -77.443077      6.26
37535   0.00821719       5    4321       166.29634      -77.421082      5.60
37540   0.00105342       5    4495       166.57211      -77.353004     38.28
37567  0.000489803       5    3554       167.01585      -77.334915      0.00
37577  0.000838571       5    3724       166.51813      -77.492004      0.97
37587  0.000650139       5    3757       166.25760      -77.410820     23.10
37594  0.000941360       5    4012       166.83194      -77.430107     23.60
37595  0.000245478       5    4010       166.76604      -77.372017     40.41
37596   0.00801890       5    4007       167.06859      -77.425583      0.00
37607    0.0292948       5    5162       166.10602      -77.372597      0.00
37620  0.000868490       5    3406       166.88051      -77.428436      4.64
37622    0.0194857       5    5690       166.41130      -77.472908     22.01
37646   0.00164467       5    3558       167.03313      -77.452103      0.00
37654  0.000181018       5    3638       166.80948      -77.351646     30.52
37664   0.00122050       5    3642       166.22777      -77.440590      6.53
37698   0.00266889       5    5134       166.87882      -77.382072     32.23
37702   0.00155885       5    5293       166.81018      -77.388145     42.73
37719  0.000813394       5    3415       167.04034      -77.413383      0.00
37746   0.00116362       5    3918       166.69228      -77.437248      7.83
37759   0.00100595       5    4780       166.58926      -77.415535     41.09
37764    0.0402545       5    5685       166.82455      -77.325447      0.00
37790  0.000638296       5    3527       166.10521      -77.486153      0.00
37800  7.67194e-05       5    3623       166.55479      -77.433151     30.16
37814  0.000524189       5    3758       166.55086      -77.335754     22.14
37819   0.00217027       5    3677       166.35300      -77.473267      5.23
37826   0.00117955       5    3787       166.59747      -77.462959     16.98
37838   0.00638243       5    4283       166.76701      -77.427544      9.17
37865  0.000311362       5    3807       166.27350      -77.421059     11.37
37874  0.000689640       5    3477       166.15771      -77.315300      0.00
37887   0.00151125       5    3723       166.14957      -77.346130      0.00
37890   0.00150410       5    3898       166.95728      -77.309082      0.00
37893   0.00119342       5    3934       166.85969      -77.413277     17.69
37921   0.00239358       5    3334       166.13301      -77.364120      0.00
37925  0.000116208       5    3247       166.72255      -77.401733     22.35
37941  1.43132e-05       5    3516       166.59807      -77.383957     64.28
37953   0.00102057       5    3612       166.35075      -77.330658      3.28
37956  0.000920943       5    3694       166.93144      -77.375938     15.40
37957  0.000550032       5    3613       166.43552      -77.374969     14.90
37977   0.00534663       5    3860       166.84822      -77.445229      2.16
37990    0.0143317       5    4312       166.33164      -77.490158      0.07
37992   0.00488927       5    4495       166.67009      -77.344948     15.88
38007    0.0497975       5    5873       166.46382      -77.353508      2.61
38008    0.0164934       5    6031       166.48846      -77.393044     18.56
38009    0.0356001       5    5965       166.43912      -77.454086     10.84
38016  0.000709089       5    3393       166.57599      -77.303856      0.00
38031   0.00102882       5    3707       166.57260      -77.482956      1.23
38034   0.00123149       5    3793       166.21722      -77.334282      0.30
38045  0.000792209       5    3869       166.75205      -77.360405     24.66
38050  0.000328048       5    4056       166.67828      -77.399429     46.15
38067    0.0392197       5    6044       166.72401      -77.419594      9.17
38078    0.0794991       5    5803       167.09050      -77.420502      0.00
38079  0.000344713       5    3268       166.57491      -77.451584     11.22
38088  0.000659549       5    3388       166.54954      -77.326096      4.39
38091  0.000233180       5    3319       166.61566      -77.362053     17.35
38093  5.16771e-05       5    3394       166.38634      -77.444145     39.06
38118   0.00173324       5    3646       166.56867      -77.309532      0.00
38120   0.00153624       5    3648       166.65085      -77.488419      0.00
38123   0.00220774       5    3784       166.85953      -77.498192      0.00
38125   0.00152500       5    3711       166.31622      -77.409546     13.71
38156    0.0213405       5    5200       166.60375      -77.454247      3.11
38174  0.000659066       5    5566       166.66101      -77.369499     52.91
38185  0.000234847       5    3525       166.25394      -77.362747     15.21
38207   0.00267243       5    3913       166.97417      -77.487984      0.00
38216   0.00335115       5    4262       166.27274      -77.352242     16.80
38231    0.0792134       5    6032       166.57075      -77.314163      0.00
38241  0.000669821       5    3997       166.38693      -77.446106     43.67
38257   0.00140638       5    3467       166.85663      -77.485649      0.00
38272   0.00138463       5    3614       166.67217      -77.307411      0.00
38277   0.00152933       5    3612       166.71544      -77.328140      8.61
38283   0.00104473       5    3789       166.51851      -77.451370     10.95
38304   0.00983337       5    4130       166.78058      -77.327606      0.00
38307    0.0134716       5    4262       166.37753      -77.305412      0.00
38328    0.0729579       5    6144       166.32738      -77.482101      2.27
38340  0.000206895       5    3613       166.43787      -77.375114     13.62
38346   0.00170411       5    3681       166.12793      -77.490898      0.00
38361   0.00107443       5    3955       166.69905      -77.463463     18.74
38382    0.0538318       5    5819       167.07045      -77.382797      0.00
38413  0.000472315       5    3540       166.36263      -77.410065     16.00
38432   0.00343793       5    3705       166.88603      -77.457672      0.00
38435  0.000680908       5    3752       166.60391      -77.474037     21.77
38445   0.00689722       5    3917       166.12378      -77.336967      0.00
38448   0.00255917       5    4030       166.42934      -77.327919      7.62
38451  7.38334e-06       5    4074       166.79282      -77.371780    466.14
38455  8.16658e-05       5    4378       166.50255      -77.404633     72.74
38470   0.00522941       5    5954       166.34158      -77.394653     31.75
38471    0.0615815       5    5953       166.42682      -77.339615      2.14
38500   0.00265235       5    3839       166.71544      -77.459702      3.63
38502  0.000846077       5    3903       166.68571      -77.451057     14.13
38534  0.000467920       5    3378       166.11220      -77.478966      0.00
38569   0.00214256       5    3631       167.03105      -77.357361      0.00
38578   0.00401154       5    3811       166.14493      -77.460991      0.00
38586   0.00785679       5    3921       167.05760      -77.411179      0.00
38587   0.00488257       5    3905       166.50562      -77.321846      4.71
38594   0.00473155       5    4159       166.53053      -77.352119      9.67
38606    0.0252126       5    5031       166.95149      -77.365105      0.00
38609    0.0403026       5    5411       166.39786      -77.294571      0.00
38619    0.0109485       4    6083       166.75664      -77.374161     37.58
38645   0.00208097       5    3821       166.57118      -77.478844      1.02
38658   0.00888591       5    4062       166.95641      -77.335190      0.00
38664   0.00107481       5    4490       166.59474      -77.348747     33.53
38694  0.000447405       5    3443       166.56682      -77.317192      0.00
38698  0.000141584       5    3540       166.56496      -77.406639     25.14
38711  0.000305962       5    3489       166.42163      -77.394051     20.55
38712  0.000140022       5    3593       166.35109      -77.354004     26.99
38713   0.00188486       5    3578       166.97296      -77.434235      0.00
38722   0.00136749       5    3706       166.33295      -77.472443      5.07
38723   0.00185150       5    3699       166.42529      -77.322212      5.04
38734   0.00444746       5    3817       166.96089      -77.425354      0.00
38750    0.0196581       5    4564       166.25127      -77.313728      0.00
38757    0.0264168       5    5101       166.66380      -77.498405      0.00
38762   0.00204315       5    5581       166.56157      -77.332642     39.44
38767    0.0330460       5    5990       166.52916      -77.340050      9.13
38774  0.000258039       5    3518       166.70703      -77.344498     10.63
38780  0.000318897       5    3577       166.50092      -77.362961     10.19
38807   0.00473264       5    4002       167.02144      -77.460915      0.00
38811   0.00918000       5    4239       166.56540      -77.480438      1.61
38815    0.0124750       5    4786       166.34016      -77.473396      4.96
38819    0.0322422       5    5449       166.20783      -77.318718      0.00
38850  0.000902371       5    3554       166.31715      -77.476761      3.57
38855   0.00119864       5    3499       166.74506      -77.472832      4.32
38864  0.000430317       5    3643       166.65593      -77.475807     12.44
38872   0.00299497       5    3710       167.00886      -77.377144      0.00
38895    0.0126357       5    4373       167.01329      -77.399872      0.00
38897    0.0163518       5    4516       167.00711      -77.399948      0.00
38900    0.0196280       5    4771       166.99477      -77.438789      0.00
38903  0.000659731       5    5045       166.55797      -77.346832     47.53
38910    0.0518696       5    5826       167.07138      -77.306854      0.00
38920  0.000467841       5    4038       166.61403      -77.336899     18.76
38940  0.000905084       5    3763       166.51135      -77.472504      4.56
38942  0.000457445       5    3728       166.26558      -77.364349     19.23
38971   0.00153288       5    5737       166.30022      -77.364632     43.55
38979  0.000903527       5    3133       166.88997      -77.480858      0.00
38988  7.20800e-05       5    3204       166.29213      -77.459435     28.78
39003  0.000968795       5    3519       166.17268      -77.462837      1.68
39012  0.000421642       5    3583       166.42316      -77.367798     12.27
39016   0.00215047       5    3640       167.07323      -77.364815      0.00
39018  0.000431034       5    3690       166.45273      -77.475174     22.29
39019   0.00123589       5    3742       166.27502      -77.413719      9.63
39021   0.00111516       5    3679       167.04854      -77.346848      0.00
39035   0.00259374       5    3894       166.44606      -77.411118     10.41
39062    0.0730973       5    6015       166.91635      -77.452751      0.00
39064    0.0279426       4    6128       166.92062      -77.373299     19.23
39076  0.000304989       5    3646       166.39983      -77.361603     17.30
39091  0.000825339       5    3825       166.90941      -77.397224      8.85
39110    0.0296181       5    5350       166.88690      -77.455315      0.00
39156   0.00311395       5    3780       167.05428      -77.479111      0.00
39168   0.00319369       5    3763       166.93390      -77.328140      0.00
39173   0.00512618       5    3897       166.90329      -77.480545      0.00
39184    0.0128926       5    4426       166.30672      -77.294373      0.00
39202  0.000250534       5    5853       166.50928      -77.422119     80.20
39211   0.00757724       5    4427       166.20416      -77.484406      0.00
39216  2.28812e-05       5    3465       166.57014      -77.331993     44.48
39243  0.000881176       5    3818       166.48709      -77.386177     12.42
39245   0.00201153       5    3852       166.31235      -77.422256      9.61
39247   0.00297441       5    4061       166.79390      -77.295807      0.00
39262  0.000893188       5    5468       166.53917      -77.406578     47.72
39279  0.000220007       5    3210       166.62430      -77.470703     10.88
39281  0.000319822       5    3240       166.79735      -77.432442      9.83
39284  0.000521008       5    3306       166.22781      -77.328323      0.00
39289  0.000611365       5    3439       166.90877      -77.308510      0.00
39295  0.000522928       5    3530       166.76746      -77.337700      9.50
39309   0.00176823       5    3665       166.42529      -77.332199      5.56
39334   0.00602763       5    4191       166.42377      -77.324913      6.71
39336   0.00557642       5    4282       166.91345      -77.410561     10.19
39363  0.000564802       5    3508       166.17465      -77.295593      0.00
39384   0.00236013       5    3688       166.31256      -77.309761      0.00
39391  5.70541e-05       5    3881       166.68402      -77.380600     53.28
39405    0.0205998       5    4927       167.06700      -77.437218      0.00
39429   0.00118169       5    3489       166.15750      -77.345566      0.00
39447   0.00168118       5    3555       167.09274      -77.300438      0.00
39455   0.00188932       5    3660       166.37863      -77.356239      8.99
39457   0.00171472       5    3641       166.49020      -77.332199      5.87
39463   0.00129361       5    3700       166.65572      -77.342621     11.01
39477   0.00856088       5    4105       166.12061      -77.407295      0.00
39482   0.00799944       5    4544       166.26990      -77.408966      9.62
39488    0.0238996       5    5093       166.13449      -77.345459      0.00
39504  0.000293839       5    3409       166.59944      -77.429741      8.99
39527   0.00194496       5    3754       167.03531      -77.447632      0.00
39558    0.0437532       5    5767       166.68156      -77.290527      0.00
39560   0.00253125       5    5977       166.57031      -77.328445     41.58
39582   0.00105552       5    3453       166.47092      -77.350525      2.37
39584   0.00126154       5    3618       166.31934      -77.479820      2.74
39585  0.000251159       5    3614       166.47600      -77.418297     13.08
39592  0.000339079       5    3585       166.80598      -77.401108     23.31
39599   0.00229630       5    3663       166.25404      -77.371140      3.20
39624    0.0148792       5    4418       166.22989      -77.341705      1.41
39631    0.0162915       5    4794       166.23001      -77.372192      2.40
39636    0.0160447       5    5497       166.90581      -77.400749     11.54
39648  0.000711923       5    3490       166.15306      -77.420395      0.83
39649  0.000625203       5    3553       167.07854      -77.496841      0.00
39650  0.000102506       5    3484       166.68823      -77.414825     19.70
39665  0.000879952       5    3706       166.61064      -77.486610      3.19
39681   0.00727980       5    4097       166.71588      -77.318329      0.00
39695    0.0118417       5    5237       166.87882      -77.413589      9.87
39745   0.00178759       5    3704       166.89827      -77.296738      0.00
39759   0.00161113       5    3887       166.41589      -77.468140     19.94
39770   0.00368391       5    4541       166.55905      -77.448776     19.61
39786  7.13360e-05       5    3823       166.65741      -77.451149     27.04
39788  0.000762156       5    3333       166.15323      -77.479805      0.00
39791  0.000648881       5    3558       166.73456      -77.421371      9.81
39815   0.00333297       5    3893       167.00209      -77.475014      0.00
39817   0.00207783       5    3916       166.80133      -77.444565      6.69
39818   0.00553616       5    4004       166.81761      -77.485191      0.00
39827   0.00724887       5    4556       166.73663      -77.332451      9.87
39852  4.49445e-05       5    3334       166.80882      -77.388260     43.17
39855  0.000772759       5    3334       167.00040      -77.402061      0.00
39861  1.99481e-05       5    3526       166.31934      -77.354805     42.81
39863   0.00118496       5    3512       166.96275      -77.495712      0.00
39864   0.00206480       5    3625       166.82582      -77.466423      0.00
39870   0.00143728       5    3657       166.15498      -77.421928      0.89
39873   0.00257560       5    3645       166.82057      -77.303391      0.00
39874   0.00253453       5    3657       167.03252      -77.481209      0.00
39879   0.00196297       5    3649       166.10170      -77.296806      0.00
39891   0.00559759       5    3866       166.31607      -77.319420      0.90
39893   0.00453517       5    3944       166.33917      -77.498596      0.00
39911    0.0228028       5    4988       166.36131      -77.310776      0.00
39915    0.0126334       5    5478       166.91597      -77.381096     15.60
39918   0.00647034       5    5889       166.76675      -77.353584     24.52
39919    0.0500395       5    5844       166.69736      -77.312836      0.00
39938  0.000649306       5    3498       166.91292      -77.320213      0.00
39947   0.00131916       5    3681       166.10432      -77.325195      0.00
39954  0.000536110       5    3780       166.41064      -77.455727      8.14
39961   0.00130622       5    3827       166.64746      -77.360214     12.36
39970   0.00296621       5    3923       166.38196      -77.313896      0.00
39974  0.000335601       5    4120       166.37476      -77.438911     39.74
39990    0.0488625       5    6078       166.82625      -77.453209      5.25
39995  5.78564e-05       5    3182       166.61938      -77.381790     37.38
39999    0.0221496       5    5533       166.42026      -77.333168     11.29
40005  0.000497945       5    3426       166.44627      -77.387177      1.29
40026   0.00161136       5    3717       166.68648      -77.316635      0.00
40030   0.00161850       5    3666       166.25726      -77.374847      4.15
40042   0.00535391       5    3827       167.08612      -77.462074      0.00
40048   0.00582521       5    3841       166.12810      -77.305771      0.00
40054  0.000672090       5    4027       166.82745      -77.418480     29.56
40073    0.0468314       5    5603       167.00558      -77.334145      0.00
40086  0.000434954       5    3307       166.73254      -77.486916      0.00
40088  0.000591408       5    3499       166.17406      -77.368912      4.11
40098  0.000615164       5    3682       166.18346      -77.429176      2.21
40099  0.000822077       5    3670       166.70621      -77.331642      7.78
40121  0.000327082       5    4192       166.63107      -77.394264     44.60
40128    0.0157142       5    4758       166.55753      -77.309265      0.00
40133    0.0130498       5    5443       166.25919      -77.460121     10.53
40135    0.0125719       5    5633       166.64123      -77.362602     13.49
40137    0.0324633       5    6050       166.54703      -77.367142      4.07
40138    0.0604606       5    6046       166.10750      -77.385880      0.00
40149  0.000310462       5    3392       166.22218      -77.385239      6.43
40168   0.00184214       5    3579       166.19847      -77.467171      1.60
40178   0.00163070       5    3679       166.23459      -77.475883      1.07
40184  0.000827589       5    3803       166.31372      -77.380798     24.17
40189  0.000924783       5    3919       166.40311      -77.384399     25.48
40190   0.00751272       5    3972       166.15930      -77.302719      0.00
40205    0.0238063       5    5010       166.68883      -77.492584      0.00
40220  4.79145e-05       5    3970       166.67468      -77.453621     51.45
40225  0.000620696       5    3493       166.15153      -77.437698      0.59
40258   0.00808161       5    4284       166.39693      -77.291496      0.00
40262   0.00347786       5    4583       166.89537      -77.351944     22.42
40264    0.0162141       5    4774       166.10532      -77.355530      0.00
40267    0.0228231       5    5292       166.93138      -77.477798      0.00
40281  0.000549921       5    3357       167.06552      -77.311348      0.00
40293  5.04430e-05       5    3547       166.50748      -77.390137     37.31
40298  0.000738714       5    3501       166.63660      -77.477585      9.15
40305   0.00181668       5    3613       166.36650      -77.315247      0.00
40311   0.00143871       5    3653       166.37021      -77.463814      8.34
40314   0.00176145       5    3762       166.14017      -77.411713      0.24
40326   0.00228333       5    3960       166.26804      -77.429413     10.71
40327   0.00443005       5    3966       166.11383      -77.429619      0.00
40337  0.000628628       5    4410       166.91029      -77.378174     37.70
40350    0.0354814       5    5592       166.96941      -77.383148      0.00
40360  0.000170068       5    3352       166.74161      -77.412308     13.46
40371   0.00174220       5    3679       166.11351      -77.323196      0.00
40393   0.00137484       5    4064       166.45480      -77.458176     22.59
40408    0.0118377       5    5602       166.78407      -77.434677     13.46
40451  0.000262176       5    3732       166.25650      -77.394363     31.15
40452   0.00174547       5    3750       166.29776      -77.396156      4.27
